Character,Vehicle,Tire,Glider,Speed_Land,Speed_Anti-G,Speed_Water,Speed_Gliding,Accel,Weight,Handling_Land,Handling_Anti-G,Handling_Water,Handling_Gliding,Traction,M-turbo,Invincib
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.0,3.0,2.0,3.5,2.0,4.5,4.75,5.25,4.25,3.75,4.25,4.75
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.25,3.0,1.75,3.75,1.75,4.5,4.75,5.25,4.5,3.75,4.5,4.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.25,2.75,2.0,3.5,2.25,4.5,4.5,5.5,4.25,3.5,4.25,4.75
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.25,2.75,1.75,3.75,2.0,4.5,4.5,5.5,4.5,3.5,4.5,4.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.0,3.5,1.75,3.0,2.75,4.0,4.25,4.75,4.25,4.5,3.75,5.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.25,3.5,1.5,3.25,2.5,4.0,4.25,4.75,4.5,4.5,4.0,5.25
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.25,3.25,1.75,3.0,3.0,4.0,4.0,5.0,4.25,4.25,3.75,5.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.25,3.25,1.5,3.25,2.75,4.0,4.0,5.0,4.5,4.25,4.0,5.25
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.5,1.75,2.75,2.5,3.25,2.25,4.25,4.25,4.75,4.5,4.5,4.25,5.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.0,2.75,2.25,3.5,2.0,4.25,4.25,4.75,4.75,4.5,4.5,5.25
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.0,2.5,2.5,3.25,2.5,4.25,4.0,5.0,4.5,4.25,4.25,5.5
Baby Peach / Baby Daisy,Steel Driver / Tri-Speeder,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.0,2.5,2.25,3.5,2.25,4.25,4.0,5.0,4.75,4.25,4.5,5.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.25,2.25,2.5,3.25,4.25,2.0,5.25,5.0,4.5,5.25,4.25,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.5,2.5,3.0,4.5,1.75,5.25,5.0,4.5,5.5,4.25,5.0,4.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.5,2.25,3.25,4.25,2.25,5.25,4.75,4.75,5.25,4.0,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.5,2.25,3.0,4.5,2.0,5.25,4.75,4.75,5.5,4.0,5.0,4.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,2.5,2.25,2.25,2.75,3.75,2.5,4.5,4.25,4.0,4.75,4.75,4.5,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.5,2.25,2.5,4.0,2.25,4.5,4.25,4.0,5.0,4.75,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.5,2.0,2.75,3.75,2.75,4.5,4.0,4.25,4.75,4.5,4.5,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.5,2.0,2.5,4.0,2.5,4.5,4.0,4.25,5.0,4.5,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,1.75,1.75,2.5,3.25,4.75,1.5,5.5,5.25,4.75,5.5,4.0,5.25,3.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.5,2.0,2.5,3.0,5.0,1.25,5.5,5.25,4.75,5.75,4.0,5.5,3.0
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,1.75,2.0,2.25,3.25,4.75,1.75,5.5,5.0,5.0,5.5,3.75,5.25,3.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.5,2.0,2.25,3.0,5.0,1.5,5.5,5.0,5.0,5.75,3.75,5.5,3.0
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,2.5,2.75,2.25,3.0,3.75,2.0,5.5,5.0,4.75,5.5,3.25,4.5,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,3.0,2.25,2.75,4.0,1.75,5.5,5.0,4.75,5.75,3.25,4.75,4.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,3.0,2.0,3.0,3.75,2.25,5.5,4.75,5.0,5.5,3.0,4.5,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,3.0,2.0,2.75,4.0,2.0,5.5,4.75,5.0,5.75,3.0,4.75,4.25
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,3.0,1.5,2.5,3.5,2.5,5.0,4.5,4.0,4.75,2.75,4.25,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Metal,Super Glider / Waddle Wing / Hylian Kite,2.75,2.0,2.5,3.0,3.25,2.5,5.0,4.5,4.25,4.5,3.5,4.25,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.25,2.25,3.0,3.25,2.75,5.0,4.25,4.5,4.5,3.25,4.25,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.0,2.25,2.25,3.0,4.5,1.5,5.25,5.25,4.5,5.0,3.75,5.0,4.0
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.5,2.25,2.75,4.75,1.25,5.25,5.25,4.5,5.25,3.75,5.25,3.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.5,2.0,3.0,4.5,1.75,5.25,5.0,4.75,5.0,3.5,5.0,4.0
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.5,2.0,2.75,4.75,1.5,5.25,5.0,4.75,5.25,3.5,5.25,3.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.25,2.75,2.75,4.0,2.25,4.75,4.75,4.0,5.0,4.5,4.5,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.5,2.75,2.5,4.25,2.0,4.75,4.75,4.0,5.25,4.5,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.5,2.5,2.75,4.0,2.5,4.75,4.5,4.25,5.0,4.25,4.5,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.5,2.5,2.5,4.25,2.25,4.75,4.5,4.25,5.25,4.25,4.75,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.0,2.0,2.0,3.5,4.25,1.75,5.0,4.75,4.0,5.25,4.5,5.0,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,1.75,2.25,2.0,3.25,4.5,1.5,5.0,4.75,4.0,5.5,4.5,5.25,4.5
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.0,2.25,1.75,3.5,4.25,2.0,5.0,4.5,4.25,5.25,4.25,5.0,4.75
Baby Peach / Baby Daisy,Cat Cruiser / Comet,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,1.75,2.25,1.75,3.25,4.5,1.75,5.0,4.5,4.25,5.5,4.25,5.25,4.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.5,2.25,2.75,3.25,2.25,4.5,4.75,4.25,4.25,3.75,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.75,2.25,2.5,3.5,2.0,4.5,4.75,4.25,4.5,3.75,4.25,5.0
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.75,2.0,2.75,3.25,2.5,4.5,4.5,4.5,4.25,3.5,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.75,2.0,2.5,3.5,2.25,4.5,4.5,4.5,4.5,3.5,4.25,5.0
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,3.25,2.5,2.0,2.25,2.75,2.75,3.75,4.0,3.75,3.75,4.25,3.75,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.75,2.0,2.0,3.0,2.5,3.75,4.0,3.75,4.0,4.25,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.75,1.75,2.25,2.75,3.0,3.75,3.75,4.0,3.75,4.0,3.75,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.75,1.75,2.0,3.0,2.75,3.75,3.75,4.0,4.0,4.0,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.25,3.0,2.0,2.5,2.75,2.25,4.75,4.75,4.5,4.5,2.75,3.75,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,3.25,2.0,2.25,3.0,2.0,4.75,4.75,4.5,4.75,2.75,4.0,5.0
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.25,1.75,2.5,2.75,2.5,4.75,4.5,4.75,4.5,2.5,3.75,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,3.25,1.75,2.25,3.0,2.25,4.75,4.5,4.75,4.75,2.5,4.0,5.0
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.5,3.0,1.5,2.0,2.5,2.5,4.25,4.5,3.5,3.75,2.5,3.5,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,3.25,1.25,2.0,2.5,2.75,4.25,4.25,3.75,3.75,2.25,3.5,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Metal,Super Glider / Waddle Wing / Hylian Kite,3.5,2.25,2.25,2.5,2.25,2.75,4.25,4.25,4.0,3.5,3.0,3.5,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,2.5,2.0,2.5,2.25,3.0,4.25,4.0,4.25,3.5,2.75,3.5,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.25,2.5,2.5,2.25,3.0,2.5,4.0,4.5,3.75,4.0,4.0,3.75,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.75,2.5,2.0,3.25,2.25,4.0,4.5,3.75,4.25,4.0,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.75,2.25,2.25,3.0,2.75,4.0,4.25,4.0,4.0,3.75,3.75,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.75,2.25,2.0,3.25,2.5,4.0,4.25,4.0,4.25,3.75,4.0,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,1.75,3.0,3.25,2.0,4.25,4.5,3.75,4.25,4.0,4.25,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.5,1.75,2.75,3.5,1.75,4.25,4.5,3.75,4.5,4.0,4.5,5.25
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,1.5,3.0,3.25,2.25,4.25,4.25,4.0,4.25,3.75,4.25,5.5
Baby Peach / Baby Daisy,Circuit Special / B-Dasher / P-Wing,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.5,1.5,2.75,3.5,2.0,4.25,4.25,4.0,4.5,3.75,4.5,5.25
Baby Peach / Baby Daisy,Badwagon / GLA,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,2.5,2.5,3.0,2.5,4.25,4.5,4.25,4.25,4.75,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.5,2.5,2.25,3.25,2.25,4.25,4.5,4.25,4.5,4.75,4.25,5.25
Baby Peach / Baby Daisy,Badwagon / GLA,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.25,2.5,3.0,2.75,4.25,4.25,4.5,4.25,4.5,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,2.5,2.25,2.25,3.25,2.5,4.25,4.25,4.5,4.5,4.5,4.25,5.25
Baby Peach / Baby Daisy,Badwagon / GLA,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,3.25,2.25,2.25,2.0,2.5,3.0,3.5,3.75,3.75,3.75,5.25,3.75,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Monster / Hot Monster,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.5,2.25,1.75,2.75,2.75,3.5,3.75,3.75,4.0,5.25,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.0,2.0,2.5,3.25,3.5,3.5,4.0,3.75,5.0,3.75,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Monster / Hot Monster,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.5,2.0,1.75,2.75,3.0,3.5,3.5,4.0,4.0,5.0,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.25,2.75,2.25,2.25,2.5,2.5,4.5,4.5,4.5,4.5,3.75,3.75,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,3.0,2.25,2.0,2.75,2.25,4.5,4.5,4.5,4.75,3.75,4.0,5.25
Baby Peach / Baby Daisy,Badwagon / GLA,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,3.0,2.0,2.25,2.5,2.75,4.5,4.25,4.75,4.5,3.5,3.75,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,3.0,2.0,2.0,2.75,2.5,4.5,4.25,4.75,4.75,3.5,4.0,5.25
Baby Peach / Baby Daisy,Badwagon / GLA,Slick / Cyber Slick,Super Glider / Waddle Wing / Hylian Kite,3.5,2.75,1.75,1.75,2.25,2.75,4.0,4.25,3.5,3.75,3.5,3.5,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Slick / Cyber Slick,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,3.0,1.5,1.75,2.25,3.0,4.0,4.0,3.75,3.75,3.25,3.5,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Metal,Super Glider / Waddle Wing / Hylian Kite,3.5,2.0,2.5,2.25,2.0,3.0,4.0,4.0,4.0,3.5,4.0,3.5,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Metal,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.25,2.25,2.5,2.0,2.25,2.75,4.0,4.0,4.0,3.75,4.0,3.75,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.5,2.25,2.25,2.25,2.0,3.25,4.0,3.75,4.25,3.5,3.75,3.5,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Metal,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.25,2.25,2.25,2.0,2.25,3.0,4.0,3.75,4.25,3.75,3.75,3.75,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.25,2.25,2.75,2.0,2.75,2.75,3.75,4.25,3.75,4.0,5.0,3.75,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.5,2.75,1.75,3.0,2.5,3.75,4.25,3.75,4.25,5.0,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.5,2.5,2.0,2.75,3.0,3.75,4.0,4.0,4.0,4.75,3.75,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Off-Road / Retro Off-Road / Triforce Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.5,2.5,1.75,3.0,2.75,3.75,4.0,4.0,4.25,4.75,4.0,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Cushion,Super Glider / Waddle Wing / Hylian Kite,2.75,2.0,2.0,2.75,3.0,2.25,4.0,4.25,3.75,4.25,5.0,4.25,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Cushion,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.25,2.0,2.5,3.25,2.0,4.0,4.25,3.75,4.5,5.0,4.5,5.5
Baby Peach / Baby Daisy,Badwagon / GLA,Cushion,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.25,1.75,2.75,3.0,2.5,4.0,4.0,4.0,4.25,4.75,4.25,5.75
Baby Peach / Baby Daisy,Badwagon / GLA,Cushion,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.25,1.75,2.5,3.25,2.25,4.0,4.0,4.0,4.5,4.75,4.5,5.5
Baby Peach / Baby Daisy,Prancer,GLA Tires,Super Glider / Waddle Wing / Hylian Kite,2.75,2.25,2.75,3.0,3.5,1.75,5.0,4.75,4.75,5.0,4.0,4.25,5.0
Baby Peach / Baby Daisy,Prancer,GLA Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.5,2.5,2.75,2.75,3.75,1.5,5.0,4.75,4.75,5.25,4.0,4.5,4.75
Baby Peach / Baby Daisy,Prancer,GLA Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.75,2.5,2.5,3.0,3.5,2.0,5.0,4.5,5.0,5.0,3.75,4.25,5.0
Baby Peach / Baby Daisy,Prancer,GLA Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.5,2.5,2.5,2.75,3.75,1.75,5.0,4.5,5.0,5.25,3.75,4.5,4.75
Baby Peach / Baby Daisy,Prancer,Monster / Hot Monster,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,2.5,2.5,3.0,2.25,4.25,4.0,4.25,4.5,4.5,4.0,5.25
Baby Peach / Baby Daisy,Prancer,Monster / Hot Monster,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.25,2.5,3.0,2.5,4.25,3.75,4.5,4.5,4.25,4.0,5.25
Baby Peach / Baby Daisy,Prancer,Roller / Azure Roller,Super Glider / Waddle Wing / Hylian Kite,2.25,1.75,2.75,3.0,4.0,1.25,5.25,5.0,5.0,5.25,3.75,4.75,3.75
Baby Peach / Baby Daisy,Prancer,Roller / Azure Roller,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.0,2.0,2.75,2.75,4.25,1.0,5.25,5.0,5.0,5.5,3.75,5.0,3.5
Baby Peach / Baby Daisy,Prancer,Roller / Azure Roller,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.25,2.0,2.5,3.0,4.0,1.5,5.25,4.75,5.25,5.25,3.5,4.75,3.75
Baby Peach / Baby Daisy,Prancer,Roller / Azure Roller,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.0,2.0,2.5,2.75,4.25,1.25,5.25,4.75,5.25,5.5,3.5,5.0,3.5
Baby Peach / Baby Daisy,Prancer,Slim / Wood / Crimson Slim,Super Glider / Waddle Wing / Hylian Kite,3.0,2.75,2.5,2.75,3.0,1.75,5.25,4.75,5.0,5.25,3.0,4.0,5.0
Baby Peach / Baby Daisy,Prancer,Slim / Wood / Crimson Slim,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,3.0,2.5,2.5,3.25,1.5,5.25,4.75,5.0,5.5,3.0,4.25,4.75
Baby Peach / Baby Daisy,Prancer,Slim / Wood / Crimson Slim,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,3.0,2.25,2.75,3.0,2.0,5.25,4.5,5.25,5.25,2.75,4.0,5.0
Baby Peach / Baby Daisy,Prancer,Slim / Wood / Crimson Slim,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.75,3.0,2.25,2.5,3.25,1.75,5.25,4.5,5.25,5.5,2.75,4.25,4.75
Baby Peach / Baby Daisy,Prancer,Metal,Super Glider / Waddle Wing / Hylian Kite,3.25,2.0,2.75,2.75,2.5,2.25,4.75,4.25,4.5,4.25,3.25,3.75,5.25
Baby Peach / Baby Daisy,Prancer,Metal,Cloud Glider / Parachute / Flower Glider / Paper Glider,3.0,2.25,2.75,2.5,2.75,2.0,4.75,4.25,4.5,4.5,3.25,4.0,5.0
Baby Peach / Baby Daisy,Prancer,Metal,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.25,2.25,2.5,2.75,2.5,2.5,4.75,4.0,4.75,4.25,3.0,3.75,5.25
Baby Peach / Baby Daisy,Prancer,Metal,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,3.0,2.25,2.5,2.5,2.75,2.25,4.75,4.0,4.75,4.5,3.0,4.0,5.0
Baby Peach / Baby Daisy,Prancer,Button / Leaf Tires,Super Glider / Waddle Wing / Hylian Kite,2.5,2.25,2.5,2.75,3.75,1.25,5.0,5.0,4.75,4.75,3.5,4.5,4.5
Baby Peach / Baby Daisy,Prancer,Button / Leaf Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.25,2.5,2.5,2.5,4.0,1.0,5.0,5.0,4.75,5.0,3.5,4.75,4.25
Baby Peach / Baby Daisy,Prancer,Button / Leaf Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,2.5,2.5,2.25,2.75,3.75,1.5,5.0,4.75,5.0,4.75,3.25,4.5,4.5
Baby Peach / Baby Daisy,Prancer,Button / Leaf Tires,Peach Parasol / Parafoil / Bowser Kite / MKTV Parafoil,2.25,2.5,2.25,2.5,4.0,1.25,5.0,4.75,5.0,5.0,3.25,4.75,4.25
Baby Peach / Baby Daisy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Super Glider / Waddle Wing / Hylian Kite,3.0,2.25,3.0,2.5,3.25,2.0,4.5,4.5,4.25,4.75,4.25,4.0,5.25
Baby Peach / Baby Daisy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Cloud Glider / Parachute / Flower Glider / Paper Glider,2.75,2.5,3.0,2.25,3.5,1.75,4.5,4.5,4.25,5.0,4.25,4.25,5.0
Baby Peach / Baby Daisy,Prancer,Off-Road / Retro Off-Road / Triforce Tires,Wario Wing / Plane Glider / Gold Glider / Paraglider,3.0,2.5,2.75,2.5,3.25,2.25,4.5,4.25,4.5,4.75,4.0,4.0,5.25
