Character,Vehicle,Tire,Glider,Speed_Avg,Speed_Min,Accel,Weight,Handling_Avg,Handling_Min,Traction,M-turbo,Invincib
Baby Peach = Baby Daisy,Pipe Frame,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,2.125,1.75,4.75,1.25,5.1,4.5,4.0,5.0,4.0
Baby Peach = Baby Daisy,Pipe Frame,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,5.0,1.0,5.1875,4.75,4.0,5.25,3.75
Baby Peach = Baby Daisy,Pipe Frame,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,2.0,4.75,1.5,5.125,4.5,3.75,5.0,4.0
Baby Peach = Baby Daisy,Pipe Frame,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,5.0,1.25,5.1875,4.75,3.75,5.25,3.75
Baby Peach = Baby Daisy,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.75,4.25,2.0,4.8,4.5,4.75,4.5,4.75
Baby Peach = Baby Daisy,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,1.75,4.5,1.75,4.8125,4.5,4.75,4.75,4.5
Baby Peach = Baby Daisy,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,2.0,4.25,2.25,4.75,4.5,4.5,4.5,4.75
Baby Peach = Baby Daisy,Pipe Frame,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,1.75,4.5,2.0,4.8125,4.75,4.5,4.75,4.5
Baby Peach = Baby Daisy,Pipe Frame,Sponge,Super Glider = Waddle Wing = Hylian Kite,2.125,1.5,4.5,1.5,4.875,4.5,4.75,5.0,4.25
Baby Peach = Baby Daisy,Pipe Frame,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,4.75,1.25,4.9375,4.5,4.75,5.25,4.0
Baby Peach = Baby Daisy,Pipe Frame,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,1.75,4.5,1.75,4.88,4.75,4.5,5.0,4.25
Baby Peach = Baby Daisy,Pipe Frame,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,4.75,1.5,4.9375,4.75,4.5,5.25,4.0
Baby Peach = Baby Daisy,Pipe Frame,Cushion,Super Glider = Waddle Wing = Hylian Kite,2.125,1.5,4.5,1.5,4.875,4.5,4.75,5.0,4.75
Baby Peach = Baby Daisy,Pipe Frame,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,4.75,1.25,4.9375,4.5,4.75,5.25,4.5
Baby Peach = Baby Daisy,Pipe Frame,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,1.75,4.5,1.75,4.88,4.75,4.5,5.0,4.75
Baby Peach = Baby Daisy,Pipe Frame,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,4.75,1.5,4.9375,4.75,4.5,5.25,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.75,4.5,1.75,5.125,4.75,4.5,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,2.0,4.75,1.5,5.1875,5.0,4.5,5.0,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,2.0,4.5,2.0,5.125,4.75,4.25,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,2.0,4.75,1.75,5.1875,5.0,4.25,5.0,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.75,4.5,1.75,5.125,4.75,4.5,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,2.0,4.75,1.5,5.1875,5.0,4.5,5.0,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,2.0,4.5,2.0,5.125,4.75,4.25,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,2.0,4.75,1.75,5.1875,5.0,4.25,5.0,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.1875,1.75,4.0,2.25,4.5,4.25,5.0,4.5,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.125,1.75,4.25,2.0,4.5625,4.5,5.0,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.1875,2.0,4.0,2.5,4.50,4.25,4.75,4.5,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.0625,1.75,4.25,2.25,4.5625,4.25,4.75,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.1875,1.75,4.0,2.25,4.5,4.25,5.0,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.125,1.75,4.25,2.0,4.5625,4.5,5.0,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.1875,2.0,4.0,2.5,4.50,4.25,4.75,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.0625,1.75,4.25,2.25,4.5625,4.25,4.75,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.0625,1.25,5.0,1.25,5.375,5.0,4.25,5.25,3.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2,1.5,5.25,1.0,5.4375,5.25,4.25,5.5,2.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.0625,1.5,5.0,1.5,5.375,5.0,4.0,5.25,3.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,1.9375,1.5,5.25,1.25,5.4375,5.25,4.0,5.5,2.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,2.375,2.25,4.0,1.75,5.3125,5.0,3.5,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.3125,2.0,4.25,1.5,5.38,5.25,3.5,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.375,2.25,4.0,2.0,5.3125,5.0,3.25,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.25,2.0,4.25,1.75,5.375,5.0,3.25,4.75,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,2.1875,1.75,3.75,2.0,4.6875,4.25,3.25,4.25,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.1,1.5,4.0,1.75,4.75,4.25,3.25,4.5,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.1875,1.75,3.75,2.25,4.6875,4.25,3.0,4.25,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.0625,1.5,4.0,2.0,4.75,4.5,3.0,4.5,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Metal,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.5,3.5,2.25,4.6875,4.0,3.75,4.25,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,1.75,3.75,2.0,4.75,4.25,3.75,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,1.75,3.5,2.5,4.6875,4.0,3.5,4.25,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,1.75,3.75,2.25,4.75,4.25,3.5,4.5,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.5,3.5,2.25,4.6875,4.0,3.75,4.25,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,1.75,3.75,2.0,4.75,4.25,3.75,4.5,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,1.75,3.5,2.5,4.6875,4.0,3.5,4.25,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,1.75,3.75,2.25,4.75,4.25,3.5,4.5,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,2.125,1.75,4.75,1.25,5.1,4.5,4.0,5.0,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,5.0,1.0,5.1875,4.75,4.0,5.25,3.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,2.0,4.75,1.5,5.125,4.5,3.75,5.0,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,5.0,1.25,5.1875,4.75,3.75,5.25,3.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,2.3125,1.75,4.25,2.0,4.8,4.5,4.75,4.5,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.25,1.75,4.5,1.75,4.8125,4.5,4.75,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.3125,2.0,4.25,2.25,4.75,4.5,4.5,4.5,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.1875,1.75,4.5,2.0,4.8125,4.75,4.5,4.75,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Sponge,Super Glider = Waddle Wing = Hylian Kite,2.125,1.5,4.5,1.5,4.875,4.5,4.75,5.0,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,4.75,1.25,4.9375,4.5,4.75,5.25,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,1.75,4.5,1.75,4.88,4.75,4.5,5.0,4.0
Baby Peach = Baby Daisy,Varmint = City Tripper,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,4.75,1.5,4.9375,4.75,4.5,5.25,3.75
Baby Peach = Baby Daisy,Varmint = City Tripper,Cushion,Super Glider = Waddle Wing = Hylian Kite,2.125,1.5,4.5,1.5,4.875,4.5,4.75,5.0,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.0625,1.75,4.75,1.25,4.9375,4.5,4.75,5.25,4.25
Baby Peach = Baby Daisy,Varmint = City Tripper,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.125,1.75,4.5,1.75,4.88,4.75,4.5,5.0,4.5
Baby Peach = Baby Daisy,Varmint = City Tripper,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2,1.75,4.75,1.5,4.9375,4.75,4.5,5.25,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.75,2.25,4.8125,4.5,4.5,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,4.0,2.0,4.875,4.5,4.5,4.75,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.75,2.5,4.8125,4.75,4.25,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,4.0,2.25,4.875,4.75,4.25,4.75,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.75,2.25,4.8125,4.5,4.5,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,4.0,2.0,4.875,4.5,4.5,4.75,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.75,2.5,4.8125,4.75,4.25,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,4.0,2.25,4.875,4.75,4.25,4.75,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.5,3.25,2.75,4.1875,4.0,5.0,4.25,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6,2.5,3.5,2.5,4.3,4.0,5.0,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,3.25,3.0,4.1875,4.0,4.75,4.25,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.25,3.5,2.75,4.25,4.0,4.75,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.5,3.25,2.75,4.1875,4.0,5.0,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6,2.5,3.5,2.5,4.3,4.0,5.0,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,3.25,3.0,4.1875,4.0,4.75,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.25,3.5,2.75,4.25,4.0,4.75,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.5625,2.0,4.25,1.75,5.0625,4.75,4.25,5.0,3.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5,1.75,4.5,1.5,5.125,4.75,4.25,5.25,3.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Roller = Azure Roller,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.5625,2.0,4.25,2.0,5.0625,5.0,4.0,5.0,3.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Roller = Azure Roller,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.4375,1.75,4.5,1.75,5.125,5.0,4.0,5.25,3.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Super Glider = Waddle Wing = Hylian Kite,2.875,2.5,3.25,2.25,5,4.75,3.5,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8125,2.5,3.5,2.0,5.0625,4.75,3.5,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.875,2.25,3.25,2.5,5.0,5.0,3.25,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slim = Wood = Crimson Slim,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.75,2.25,3.5,2.25,5.0625,5.0,3.25,4.5,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slick = Cyber Slick,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.0,3.0,2.5,4.375,3.75,3.25,4.0,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slick = Cyber Slick,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.625,2.0,3.25,2.25,4.4375,3.75,3.25,4.25,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slick = Cyber Slick,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,1.75,3.0,2.75,4.375,4.0,3.0,4.0,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Slick = Cyber Slick,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,1.75,3.25,2.5,4.4375,4.0,3.0,4.25,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Metal,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,2.75,2.75,4.375,4.0,3.75,4.0,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Metal,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.75,3.0,2.5,4.4375,4.25,3.75,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Metal,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,2.75,3.0,4.4,4.0,3.5,4.0,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Metal,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.0,2.75,4.4375,4.25,3.5,4.25,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Gold Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,2.75,2.75,4.375,4.0,3.75,4.0,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Gold Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.75,3.0,2.5,4.4375,4.25,3.75,4.25,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Gold Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,2.75,3.0,4.4,4.0,3.5,4.0,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Gold Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.0,2.75,4.4375,4.25,3.5,4.25,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Button = Leaf Tires,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,4.0,1.75,4.8125,4.5,4.0,4.75,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Button = Leaf Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.0,4.25,1.5,4.875,4.5,4.0,5.0,3.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Button = Leaf Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.625,2.25,4.0,2.0,4.8125,4.5,3.75,4.75,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Button = Leaf Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.0,4.25,1.75,4.88,4.75,3.75,5.0,3.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.75,3.5,2.5,4.4375,4.0,4.75,4.25,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.8,2.5,3.75,2.25,4.5,4.0,4.75,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.75,3.5,2.75,4.4375,4.25,4.5,4.25,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Off-Road = Retro Off-Road = Triforce Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.5,3.75,2.5,4.50,4.25,4.5,4.5,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Sponge,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,3.75,2.0,4.5625,4.0,4.75,4.75,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Sponge,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.0,4.0,1.75,4.6,4.0,4.75,5.0,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Sponge,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.625,2.0,3.75,2.25,4.5625,4.25,4.5,4.75,4.25
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Sponge,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.0,4.0,2.0,4.625,4.25,4.5,5.0,4.0
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Cushion,Super Glider = Waddle Wing = Hylian Kite,2.625,2.25,3.75,2.0,4.5625,4.0,4.75,4.75,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Cushion,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5625,2.0,4.0,1.75,4.6,4.0,4.75,5.0,4.5
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Cushion,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.625,2.0,3.75,2.25,4.5625,4.25,4.5,4.75,4.75
Baby Peach = Baby Daisy,Mach 8 = Sports Coupe,Cushion,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5,2.0,4.0,2.0,4.625,4.25,4.5,5.0,4.5
Baby Peach = Baby Daisy,Inkstriker,Standard = Blue Standard,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.75,2.25,4.8125,4.5,4.5,4.5,3.75
Baby Peach = Baby Daisy,Inkstriker,Standard = Blue Standard,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,4.0,2.0,4.875,4.5,4.5,4.75,3.5
Baby Peach = Baby Daisy,Inkstriker,Standard = Blue Standard,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.75,2.5,4.8125,4.75,4.25,4.5,3.75
Baby Peach = Baby Daisy,Inkstriker,Standard = Blue Standard,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,4.0,2.25,4.875,4.75,4.25,4.75,3.5
Baby Peach = Baby Daisy,Inkstriker,GLA Tires,Super Glider = Waddle Wing = Hylian Kite,2.8125,2.5,3.75,2.25,4.8125,4.5,4.5,4.5,4.0
Baby Peach = Baby Daisy,Inkstriker,GLA Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.75,2.25,4.0,2.0,4.875,4.5,4.5,4.75,3.75
Baby Peach = Baby Daisy,Inkstriker,GLA Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.8125,2.5,3.75,2.5,4.8125,4.75,4.25,4.5,4.0
Baby Peach = Baby Daisy,Inkstriker,GLA Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.6875,2.25,4.0,2.25,4.875,4.75,4.25,4.75,3.75
Baby Peach = Baby Daisy,Inkstriker,Monster = Hot Monster,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.5,3.25,2.75,4.1875,4.0,5.0,4.25,4.25
Baby Peach = Baby Daisy,Inkstriker,Monster = Hot Monster,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6,2.5,3.5,2.5,4.3,4.0,5.0,4.5,4.0
Baby Peach = Baby Daisy,Inkstriker,Monster = Hot Monster,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,3.25,3.0,4.1875,4.0,4.75,4.25,4.25
Baby Peach = Baby Daisy,Inkstriker,Monster = Hot Monster,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.25,3.5,2.75,4.25,4.0,4.75,4.5,4.0
Baby Peach = Baby Daisy,Inkstriker,Ancient Tires,Super Glider = Waddle Wing = Hylian Kite,2.6875,2.5,3.25,2.75,4.1875,4.0,5.0,4.25,4.0
Baby Peach = Baby Daisy,Inkstriker,Ancient Tires,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.6,2.5,3.5,2.5,4.3,4.0,5.0,4.5,3.75
Baby Peach = Baby Daisy,Inkstriker,Ancient Tires,Wario Wing = Plane Glider = Gold Glider = Paraglider,2.6875,2.25,3.25,3.0,4.1875,4.0,4.75,4.25,4.0
Baby Peach = Baby Daisy,Inkstriker,Ancient Tires,Peach Parasol = Parafoil = Bowser Kite = MKTV Parafoil,2.5625,2.25,3.5,2.75,4.25,4.0,4.75,4.5,3.75
Baby Peach = Baby Daisy,Inkstriker,Roller = Azure Roller,Super Glider = Waddle Wing = Hylian Kite,2.5625,2.0,4.25,1.75,5.0625,4.75,4.25,5.0,2.75
Baby Peach = Baby Daisy,Inkstriker,Roller = Azure Roller,Cloud Glider = Parachute = Flower Glider = Paper Glider,2.5,1.75,4.5,1.5,5.125,4.75,4.25,5.25,2.5
